,user,text,favorite_count,retweet_count,created_at
85,3laa7gag,الإنسان إلى زى دا ربنا هيبتليه بس لما يديه واحده بالعقل دا وساعتها لو هو فعلا متدين هيكون همه أنه يفهم الإنسانه إلى فى حياته أن أخدت صورة مشوهة عن الإسلام والملتزمين وهيفهما بعظم الذنب إلى هى فيه وهينصحها بكل رفق ويدعى ليها ولو ربنا أراد ليها الهداية هتتغير,2,0,2022-11-26 12:01:23+00:00
86,3laa7gag,"تيجى واحدة تقولك اصل بيصلى وبيقرأ قرآن وبيصوم ولو ما عملتيش كده معاه هيقول عليكى كافرة...!!
بقى الكلام ده يقوله حد عنده شئ من  الإيمان، يا جماعة احنا فاهمين الإسلام غلط والله أو بمعنى أصح أهالينا واعلامنا فهمونا الإسلام غلط",1,0,2022-11-26 12:01:21+00:00
87,3laa7gag,"مش متخيل كم التويتات الى بعض البنات بيقولوا فيها أنا حزينه جداً أن متقدملى واحد كويس من كل حاجة تقريبا ما عدا أنه ((متدين او ملتزم)) للدرجة دى توصل بينا الغربة...
مش المسلم بطبيعته بيكون متدين او ملتزم بشرع ربه إللى آمن بيه ولا أنا كده غلطان؟",2,0,2022-11-26 12:01:20+00:00
88,3laa7gag,"النهاردة شاب فى سته طب توفى وهو ساجد ربنا يرحمه ويغفر له ذنوبه ويسكنه فسيح جناته⁦ ويجعل آخرته كحُسن خاتمته اللهم آمين⁦🤲
فاللهم اجعلنا ممن عسّلته وأحسنت خاتمه يا رب العالمين",6,0,2022-11-25 21:54:58+00:00
89,3laa7gag,"صح جدا 👏⁦♥️⁩ 
ربنا يهدينا جميعاً https://t.co/O30MOlt3Zt",1,0,2022-11-25 14:37:13+00:00
90,3laa7gag,الجزء المقرب والمحبب لقلبى من ختمة الشيخ المنشاوي https://t.co/r4T9KUhIbm,0,0,2022-11-24 22:06:55+00:00
91,3laa7gag,جنب اخواتك https://t.co/sIqZbOi4k6,0,0,2022-11-24 21:56:29+00:00
92,3laa7gag,البسكلتات الألمانية https://t.co/Elq9geClS7,0,0,2022-11-23 15:00:20+00:00
93,3laa7gag,عظمة ⁦♥️⁩🔥 https://t.co/zsBUlRVdFo,0,0,2022-11-22 12:12:33+00:00
94,3laa7gag,"أكثر ما أتمناه أن تقع الأشياء التي أحب فـ نصيبي 

و أكثر ما أخشاه 
أن ألوِّح لأحلامي و هي تذهب عني بعيدًا 

و من كل قلبي 
لا كُتِبَ عليّ شيءٌ ولا وقع فـ قلبي مادام لن أجده فـ نهاية طريقي 
ولا حُرِمتُ شيئًا أفنيت عمري لأناله 

آه لو كان ما يوده المرء  مقدراً له بالفعل.....",1,0,2022-11-21 21:16:04+00:00
95,3laa7gag,لما تكون دولة على الرغم من صغر مساحتها وعدد سكانها ومع ذلك تطلع حاجة بالشكل فدا فى حد ذاته انجاز كبير الصراحه والأهم من دا كله وقفاتهم الجميلة لتجميل وتوصيل صورة الإسلام بشكل سليم وتتحديها للعالم كله بإنها مش هتعرض غير إلى يناسب دينها فدى برده كبيرة قوى,0,0,2022-11-20 18:58:38+00:00
96,3laa7gag,"الواحد الصراحه كان حاسس بكمية فخر لا توصف وأنا باسمع الافتتاحيه بتاعة المونديال حاجة كدا تدرس لسنين قدام ⁦♥️⁩ ⁦♥️⁩✨
#مونديال_قطر_2022",0,0,2022-11-20 18:53:29+00:00
97,3laa7gag,مش عارف أي اللى بيحصل معايا اليومين دول الصراحة بس حاسس إن كل حاجة عشوائية وتايهه فى بعضها كدا ومش عارفلها ملامح,1,0,2022-11-20 13:40:49+00:00
98,3laa7gag,@Elhossainy8 بالظبط كده والله 😂,0,0,2022-11-19 09:56:42+00:00
99,3laa7gag,"الفيمنست سابوا كل حاجة وهاتك إزاى يعنى الواحدة ما ينفعش تخطب الجمعة؟!
ايه يا جماعة صباح الخير انتوا مفيش خالص😂😂",1,0,2022-11-18 23:41:34+00:00
100,3laa7gag,"معظم الكوتس والريبلايز على التويتة دى بتبين لأى مدى من الانحدار الدينى والاخلاقى والعقلانى إلى وصلنا ليه...
مش ممكن واحد يعرف أ ب دين ويكون رده بالشكل دا إلا لو مكانش يعرف دينه أصلا وأنه كله تعلقه بيه مجرد مسلم على البطاقة وهنا المصيبة بقت أعظم ولا حول ولاقوة الا بالله 💔 https://t.co/oZLOJnAoBy",2,0,2022-11-18 23:28:59+00:00
101,3laa7gag,💔⁦🤦🏽‍♂️⁩ https://t.co/g54fJ4moUX,0,0,2022-11-17 16:33:38+00:00
102,3laa7gag,"كونك بتحس أن اهلك فخورين بيك ولو على أبسط حاجه ودائما داعمين ليك وفى ضهرك دى بالدنيا كلها والله..
الحمدلله على نعمة العائلة ⁦♥️⁩✨",5,0,2022-11-17 09:55:00+00:00
103,3laa7gag,النور مكانه في القلوب مجابتشى معايا حاجه والانيرجى زيرو برضه يا رجاله⁦:'(⁩ https://t.co/XU8JTz1TOd,1,0,2022-11-14 18:36:45+00:00
104,3laa7gag,"اليأس ضعف وخوف جبان
لكن الامل يفتح بيبان",1,0,2022-11-14 18:22:43+00:00
105,3laa7gag,"تلاقيهم يعرضوا مشكلة بتواجه كل واحد مننا زى الحب والارتباط والخطوبه والصلاة وغيرهم ويتكلموا عنها بأسلوب شبابى كدا كأنك قاعد مع صحابك وبأسلوب دينى وعقلانى يخليك ما تزهقش ولا تحتقر نفسك قصادهم وتوصلك المعلومة بسهولة.. 
دا لينك القناة لو حد لسه مش متابعهم
https://t.co/QeXl6q9SVa",0,0,2022-11-13 16:39:15+00:00
106,3laa7gag,بودكاست بتاعة إيه المشكلة ل امير منير ومحمد الغليظ وياسر جلال مع حفظ ألقاب كل واحد منهم أقل ما يقال عليها عظمة بجد وفى رأى دى أوضح فكرة وموضوعًا على حوار تجديد الخطاب الديني...,0,0,2022-11-13 16:39:14+00:00
107,3laa7gag,"حسام : 1
شرين : 0 https://t.co/nS7ylScau1",0,0,2022-11-11 22:08:22+00:00
108,3laa7gag,التحرير يا أخ https://t.co/RuHqRdbl73,0,0,2022-11-11 18:20:51+00:00
109,3laa7gag,"@Muhammadgad99 كده صح لأن المفروض حاليا يكون التقديم فتح بس من كلامك معظم المحافظات مش هتفتح بقا..
أنا شوفت بتاع اسوان وقنا دا اه بس ال BI بيكون الحضور فيه Blended ودا مش مناسب معايا خلاص عشان بعد المسافة وكده فربنا يقدم الى فيه الخير",0,0,2022-11-06 20:07:13+00:00
110,3laa7gag,"@Muhammadgad99 ألف مبروك⁦♥️⁩🎉
هو التقديم للمكثف فتح ولا لسه لأن على الموقع ما نزلش لسه؟؟",1,0,2022-11-06 19:54:41+00:00
111,3laa7gag,موقع جغرافي أسوء من كدا ما شوفتش يا رب نطلع من على خير,2,0,2022-11-01 00:14:03+00:00
112,3laa7gag,يا حى يا قيوم برحمتك أستغيث فأصلح لى شأنى كله ولا تكلني الى نفسي طرفه عين,0,0,2022-11-01 00:08:16+00:00
113,3laa7gag,الضحك https://t.co/gBV9clKAR4,0,0,2022-10-30 13:29:58+00:00
114,3laa7gag,إلى اخترع ال SQL دا راجل محترم والله,1,0,2022-10-29 20:14:56+00:00
115,3laa7gag,باينلها اكتئاب ما بعد التخرج بدأ بدرى حبتين,1,0,2022-10-29 20:11:42+00:00
116,3laa7gag,إن الإنسان يتحرى عن الحلال والحرام دائما فى أى حاجة مقدم عليها دى نعمة لا تقدر بثمن والله...,0,0,2022-10-26 20:28:38+00:00
